id,url,verified,username,fullname,images,timestamp,text,links,isPinned,isQuote,isRetweet,isReply,likes,replies,retweets,quotes,user,replyingTo,quotedTweet
<<<<<<< HEAD
1730575304463368315,https://twitter.com/MaharashtraSEC/status/1730575304463368315,False,@MaharashtraSEC,Maharashtra SEC,['https://pbs.twimg.com/media/GAQ9D_zbAAA95fD.jpg?name=orig'],2023-12-01T13:11:00.000Z,"ग्रामपंचायत निवडणुकांचा खर्च पारंपरिक पद्धतीने सादर करू शकता. 

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,2,9,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1727210685321609602,https://twitter.com/CEO_Maharashtra/status/1727210685321609602,True,@CEO_Maharashtra,ChiefElectoralOffice,,2023-11-22T06:21:00.000Z,"#मतदार यादीत नवीन नाव नोंदवण्यासाठी voters.eci.gov.in/ या संकेतस्थळाला भेट द्या किंवा आपल्या मोबाइलमध्ये वोटर हेल्पलाइन अॅप डाऊनलोड करा.

#sveep #SSR2024 #SSR #eci #GoRegister #ceomaharashtra  #GOVERIFY #ItsRightTimeToRegister (2/2)","['https://twitter.com/search?q=%23मतदार', 'https://voters.eci.gov.in/', 'https://twitter.com/search?q=%23sveep', 'https://twitter.com/search?q=%23SSR2024', 'https://twitter.com/search?q=%23SSR', 'https://twitter.com/search?q=%23eci', 'https://twitter.com/search?q=%23GoRegister', 'https://twitter.com/search?q=%23ceomaharashtra', 'https://twitter.com/search?q=%23GOVERIFY', 'https://twitter.com/search?q=%23ItsRightTimeToRegister']",False,False,True,False,16,9,3,5,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1727210682255564997,https://twitter.com/CEO_Maharashtra/status/1727210682255564997,True,@CEO_Maharashtra,ChiefElectoralOffice,['https://pbs.twimg.com/media/F_hI9Wea8AAdEQ4.jpg?name=orig'],2023-11-22T06:21:00.000Z,"#मताधिकार #फरक_पडतो 

#आरक्षण करून प्रवासात आपली सीट नक्की करता ना? 
तसंच #मतदार यादीत आपलं नाव तपासून आपला मताधिकार सुनिश्चित करा.

विशेष संक्षिप्त पुनरीक्षण कार्यक्रम २०२४
कालावधी - ‌२७ ऑक्टोबर ते ०९ डिसेंबर २०२३

#itmatters #सुजाण #सज्ञान #msrtc #novotertobeleftbehind (1/2)","['https://twitter.com/search?q=%23मताधिकार', 'https://twitter.com/search?q=%23फरक_पडतो', 'https://twitter.com/search?q=%23आरक्षण', 'https://twitter.com/search?q=%23मतदार', 'https://twitter.com/search?q=%23itmatters', 'https://twitter.com/search?q=%23सुजाण', 'https://twitter.com/search?q=%23सज्ञान', 'https://twitter.com/search?q=%23msrtc', 'https://twitter.com/search?q=%23novotertobeleftbehind']",False,False,True,False,41,10,17,23,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1727305381222011301,https://twitter.com/MaharashtraSEC/status/1727305381222011301,False,@MaharashtraSEC,Maharashtra SEC,['https://pbs.twimg.com/media/F_ifE84bEAAt89k.jpg?name=orig'],2023-11-22T12:37:00.000Z,"ग्रामपंचायत निवडणुकांतील उमेदवारांनी तीस दिवसांत ट्रु व्होटर ॲपद्वारे निवडणूक खर्च सादर करणे आवश्यक 

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,3,8,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1686292729687588864,https://twitter.com/MaharashtraSEC/status/1686292729687588864,False,@MaharashtraSEC,Maharashtra SEC,['https://pbs.twimg.com/media/F2bqSBYbcAAu6Y_.jpg?name=orig'],2023-08-01T08:28:00.000Z,"थोर स्वातंत्र्य सेनानी, लोकमान्य बाळ गंगाधर टिळक यांच्या स्मृतिदिनानिमित्त विनम्र अभिवादन 

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,0,8,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1686279445177651200,https://twitter.com/MaharashtraSEC/status/1686279445177651200,False,@MaharashtraSEC,Maharashtra SEC,['https://pbs.twimg.com/media/F2beLU6aoAAjymQ.jpg?name=orig'],2023-08-01T07:35:00.000Z,"साहित्यरत्न लोकशाहीर अण्णा भाऊ साठे यांना जयंतीनिमित्त विनम्र अभिवादन 

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,0,8,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1685931575639437312,https://twitter.com/MaharashtraSEC/status/1685931575639437312,False,@MaharashtraSEC,Maharashtra SEC,,2023-07-31T08:33:00.000Z,"स्थानिक स्वराज्य संस्थाच्या प्रभागरचनेसाठी आवश्यक प्रगणक गटनिहाय नकाशे कोणत्या कार्यालयाकडून घेतले जातात ?  

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,1,9,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1685887562760724480,https://twitter.com/MaharashtraSEC/status/1685887562760724480,False,@MaharashtraSEC,Maharashtra SEC,['https://pbs.twimg.com/media/F2V5zHMbMAEOLo0.jpg?name=orig'],2023-07-31T05:38:00.000Z,"सर्व स्थानिक स्वराज्य संस्थामध्ये महिलांसाठीचे 
आरक्षण किती टक्के आहे ?
योग्य पर्याय कमेंट मध्ये लिहा.

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,4,12,0,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
1685885471862509568,https://twitter.com/MaharashtraSEC/status/1685885471862509568,False,@MaharashtraSEC,Maharashtra SEC,,2023-07-31T05:29:00.000Z,"राजकीय पक्ष नोंदणी 

#राज्यनिवडणूकआयोग #SEC_Maharashtra #Local_body_Elections
#Elections","['https://twitter.com/search?q=%23राज्यनिवडणूकआयोग', 'https://twitter.com/search?q=%23SEC_Maharashtra', 'https://twitter.com/search?q=%23Local_body_Elections', 'https://twitter.com/search?q=%23Elections']",False,False,False,False,2,9,1,0,"{'avatar': 'https://pbs.twimg.com/profile_images/1569585169312645120/Y6k-xsAV.jpg', 'username': '@MaharashtraSEC', 'userFullName': 'Maharashtra SEC', 'description': 'Maharashtra State Election Commission is a Constitutional body established on 26 April 1994, entrusted with duty to conduct elections for local bodies.', 'location': 'Maharashtra, India', 'website': 'mahasec.maharashtra.gov.in', 'joinDate': '2016-12-20T13:34:00.000Z', 'verified': False, 'totalLikes': 84, 'totalTweets': 529, 'totalFollowing': 0, 'totalFollowers': 3461, 'url': 'https://twitter.com/MaharashtraSEC'}",,
